Hello World!
1131,425,201,375
1133,412,201,375
1131,409,201,375
1135,410,201,375
1136,407,201,375
1139,406,201,375
1136,402,201,375
1126,402,201,375
1117,393,201,375
1111,390,201,375
1104,378,201,375
1097,371,201,375
1101,369,201,375
1102,371,201,375
1115,372,201,375
1126,365,201,375
1144,367,201,375
1164,369,201,375
1179,376,201,375
1174,385,201,375
1175,394,201,375
1174,401,201,375
1174,403,201,375
1190,411,201,375
1180,411,201,375
1186,416,201,375
1185,415,201,375
1185,415,201,375
1190,415,201,375
1193,416,201,375
1199,415,201,375
1195,408,201,375
1213,414,201,375
1222,416,201,375
1232,419,201,375
1234,418,201,375
1247,411,201,375
1254,414,201,375
1266,405,201,375
1271,405,201,375
1277,400,201,375
1279,401,201,375
1287,401,201,375
1289,400,201,375
1294,397,201,375
1298,394,201,375
1302,391,201,375
1306,390,201,375
1309,390,201,375
1313,390,201,375
1317,387,201,375
1320,386,201,375
1326,384,201,375
1331,380,201,375
1332,379,201,375
1337,379,201,375
1334,377,201,375
1338,378,201,375
1341,377,201,375
1342,377,201,375
1343,378,201,375
1342,376,201,375
1344,377,201,375
1340,376,201,375
1342,377,201,375
1341,376,201,375
1341,376,201,375
1340,375,201,375
1338,375,201,375
1340,375,201,375
1338,375,201,375
1337,375,201,375
1336,374,201,375
1334,375,201,375
1334,379,201,375
1336,382,201,375
1336,383,201,375
1337,383,201,375
1338,386,201,375
1343,389,201,375
1350,391,201,375
1353,390,201,375
1360,392,201,375
1363,393,201,375
1374,394,201,375
1375,395,201,375
1381,395,201,375
1383,394,201,375
1384,395,201,375
1383,395,201,375
1382,395,201,375
1384,396,201,375
1384,397,201,375
1384,399,201,375
1385,398,201,375
1381,400,201,375
1378,399,201,375
1374,399,201,375
1369,398,201,375
1367,399,201,375
1364,398,201,375
1360,398,201,375
1358,399,201,375
1358,397,201,375
1354,398,201,375
1351,398,201,375
1350,398,201,375
1347,398,201,375
1345,398,201,375
1344,397,201,375
1342,398,201,375
1341,398,201,375
1340,397,201,375
1340,398,201,375
1338,398,201,375
1338,397,201,375
1336,397,201,375
1337,398,201,375
1336,397,201,375
1335,397,201,375
1335,398,201,375
1336,397,201,375
1335,398,201,375
1335,397,201,375
1335,397,201,375
1335,397,201,375
1336,397,201,375
1335,397,201,375
1336,397,201,375
1335,396,201,375
1335,397,201,375
1336,396,201,375
1335,397,201,375
1335,396,201,375
1336,396,201,375
1335,396,201,375
1336,396,201,375
1335,396,201,375
1336,396,201,375
1335,396,201,375
1335,395,201,375
1336,396,201,375
1335,396,201,375
1335,395,201,375
1336,396,201,375
1335,395,201,375
1335,396,201,375
1335,395,201,375
1336,395,201,375
1335,396,201,375
1335,395,201,375
1335,395,201,375
1335,395,201,375
1335,395,201,375
1336,395,201,375
1335,395,201,375
1335,395,201,375
1335,395,201,375
1335,395,201,375
1334,395,201,375
1335,395,201,375
1334,394,201,375
1334,394,201,375
1334,394,201,375
1334,395,201,375
1334,394,201,375
1334,393,201,375
1333,394,201,375
1334,394,201,375
1334,394,201,375
1334,394,201,375
1334,393,201,375
1334,394,201,375
1334,393,201,375
1334,394,201,375
1336,393,201,375
1335,394,201,375
1336,393,201,375
1336,394,201,375
1336,393,201,375
1336,393,201,375
1337,393,201,375
1337,393,201,375
1337,393,201,375
1337,393,201,375
1337,393,201,375
1337,393,201,375
1337,393,201,375
1337,393,201,375
1336,394,201,375
1337,393,201,375
1336,394,201,375
1334,393,201,375
1334,395,201,375
1335,394,201,375
1334,394,201,375
1334,394,201,375
1333,394,201,375
1333,395,201,375
1332,394,201,375
1332,395,201,375
1332,395,201,375
1332,395,201,375
1332,394,201,375
1332,394,201,375
1332,394,201,375
1332,393,201,375
1333,394,201,375
1332,393,201,375
1332,393,201,375
1332,392,201,375
1333,392,201,375
1332,392,201,375
1332,391,201,375
1333,391,201,375
1332,391,201,375
1332,391,201,375
1334,390,201,375
1333,391,201,375
1334,390,201,375
1334,390,201,375
1334,390,201,375
1335,389,201,375
1334,390,201,375
1334,390,201,375
1335,389,201,375
1335,391,201,375
1335,390,201,375
1335,390,201,375
1335,390,201,375
1336,390,201,375
1335,391,201,375
1335,390,201,375
1335,391,201,375
1335,391,201,375
1335,390,201,375
1335,391,201,375
1335,391,201,375
1335,390,201,375
