Hello World!
1131,425,201,375
1130,420,201,375
1127,417,201,375
1134,425,191,357
1135,419,201,375
1134,414,201,375
1134,417,201,375
1127,411,201,375
1123,406,201,375
1112,393,211,394
1114,395,201,375
1115,397,191,357
1121,398,182,340
1125,408,174,324
1138,418,165,309
1143,410,165,309
1156,395,174,324
1179,416,174,324
1183,420,174,324
1185,421,174,324
1185,434,165,309
1203,446,157,294
1208,449,157,294
1198,447,165,309
1196,447,165,309
1195,449,165,309
1193,448,165,309
1198,450,157,294
1200,448,157,294
1211,456,150,280
1215,457,150,280
1223,464,143,267
1228,460,143,267
1233,461,143,267
1231,455,150,280
1236,454,150,280
1240,441,157,294
1250,435,157,294
1256,430,157,294
1268,428,157,294
1274,428,157,294
1281,431,157,294
1289,432,157,294
1296,434,157,294
1300,420,165,309
1305,423,165,309
1313,424,165,309
1320,430,157,294
1320,419,165,309
1319,414,165,309
1330,423,157,294
1331,409,165,309
1338,408,165,309
1344,407,165,309
1347,410,165,309
1351,411,165,309
1351,411,165,309
1353,410,165,309
1352,413,165,309
1350,403,174,324
1349,401,174,324
1357,405,165,309
1358,402,165,309
1360,403,165,309
1363,404,165,309
1364,411,157,294
1370,414,150,280
1368,408,157,294
1364,410,157,294
1364,407,157,294
1367,407,157,294
1369,407,157,294
1370,407,157,294
1371,408,157,294
1365,410,157,294
1368,413,157,294
1369,413,157,294
1368,416,157,294
1373,417,157,294
1377,419,157,294
1380,421,157,294
1386,421,157,294
1393,423,157,294
1398,425,157,294
1403,426,157,294
1408,424,157,294
1414,432,150,280
1415,432,150,280
1417,432,150,280
1415,433,150,280
1415,432,150,280
1414,432,150,280
1418,438,143,267
1411,437,150,280
1412,437,150,280
1410,438,150,280
1403,431,157,294
1400,432,157,294
1398,431,157,294
1393,432,157,294
1392,432,157,294
1389,431,157,294
1385,431,157,294
1383,431,157,294
1381,431,157,294
1378,432,157,294
1376,431,157,294
1375,431,157,294
1367,425,165,309
1364,424,165,309
1364,425,165,309
1363,425,165,309
1360,424,165,309
1361,424,165,309
1361,424,165,309
1360,425,165,309
1357,424,165,309
1357,424,165,309
1358,424,165,309
1356,424,165,309
1355,425,165,309
1357,425,165,309
1357,425,165,309
1357,425,165,309
1357,426,165,309
1356,426,165,309
1356,426,165,309
1356,426,165,309
1358,425,165,309
1352,417,174,324
1357,425,165,309
1356,425,165,309
1357,426,165,309
1357,426,165,309
1356,426,165,309
1356,426,165,309
1357,425,165,309
1356,426,165,309
1357,425,165,309
1356,426,165,309
1356,426,165,309
1357,426,165,309
1357,425,165,309
1356,426,165,309
1357,424,165,309
1356,426,165,309
1357,426,165,309
1357,425,165,309
1356,425,165,309
1356,425,165,309
1357,426,165,309
1357,425,165,309
1356,425,165,309
1357,426,165,309
1357,425,165,309
1356,425,165,309
1357,426,165,309
1357,426,165,309
1357,426,165,309
1356,426,165,309
1356,426,165,309
1357,426,165,309
1357,424,165,309
1357,424,165,309
1357,425,165,309
1357,425,165,309
1357,425,165,309
1357,425,165,309
1358,425,165,309
1358,425,165,309
1359,425,165,309
1360,425,165,309
1361,425,165,309
1362,426,165,309
1361,425,165,309
1361,426,165,309
1360,426,165,309
1361,426,165,309
1362,426,165,309
1361,426,165,309
1361,426,165,309
1362,426,165,309
1362,426,165,309
1362,427,165,309
1361,427,165,309
1365,436,157,294
1365,436,157,294
1363,437,157,294
1363,436,157,294
1362,436,157,294
1360,437,157,294
1357,436,157,294
1353,438,157,294
1353,438,157,294
1354,437,157,294
1352,437,157,294
1343,433,165,309
1337,423,174,324
1334,423,174,324
1333,423,174,324
1331,424,174,324
1332,425,174,324
1334,424,174,324
1335,423,174,324
1336,427,174,324
1339,423,174,324
1332,416,182,340
1332,416,182,340
1331,414,182,340
1331,412,182,340
1333,410,182,340
1333,409,182,340
1332,407,182,340
1334,409,182,340
1335,407,182,340
1336,408,182,340
1340,406,182,340
1340,406,182,340
1341,408,182,340
1340,408,182,340
1339,410,182,340
1341,407,182,340
1341,407,182,340
1342,407,182,340
1342,406,182,340
1341,406,182,340
1341,406,182,340
1341,406,182,340
1342,405,182,340
1342,405,182,340
1343,405,182,340
1343,404,182,340
1344,405,182,340
1343,405,182,340
1344,404,182,340
1344,405,182,340
1344,405,182,340
1344,406,182,340
1344,407,182,340
